1,5
2,8
3,12
4,15
5,18
6,21
7,24
8,27
9,30
10,33
11,36
12,39
13,42
14,45
15,48
16,51
17,54
18,57
19,60
20,63
21,66
22,69
23,72
24,75
25,78
26,81
27,84
28,87
29,90
30,93
31,96
32,99
33,102
34,105
35,108
36,111
37,114
38,117
39,120
40,123
41,126
42,129
43,132
44,135
45,138
46,141
47,144
48,147
49,150
50,153
51,156
52,159
53,162
54,165
55,168
56,171
57,174
58,177
59,180
60,183
61,186
62,189
63,192
64,195
65,198
66,201
67,204
68,207
69,210
70,213
71,216
72,219
73,222
74,225
75,228
76,231
77,234
78,237
79,240
80,243
81,246
82,249
83,252
84,255
85,258
86,261
87,264
88,267
89,270
90,273
91,276
92,279
93,282
94,285
95,288
96,291
97,294
98,297
99,300
100,303
101,306
102,309
103,312
104,315
105,318
106,321
107,324
108,327
109,330
110,333
111,336
112,339
113,342
114,345
115,348
116,351
117,354
118,357
119,360
120,363
121,366
122,369
123,372
124,375
125,378
126,381
127,384
128,387
129,390
130,393
131,396
132,399
133,2
134,6
135,9
136,13
137,16
138,19
139,22
140,25
141,28
142,31
143,34
144,37
145,40
146,43
147,46
148,49
149,52
150,55
151,58
152,61
153,64
154,67
155,70
156,73
157,76
158,79
159,82
160,85
161,88
162,91
163,94
164,97
165,100
166,103
167,106
168,109
169,112
170,115
171,118
172,121
173,124
174,127
175,130
176,133
177,136
178,139
179,142
180,145
181,148
182,151
183,154
184,157
185,160
186,163
187,166
188,169
189,172
190,175
191,178
192,181
193,184
194,187
195,190
196,193
197,196
198,199
199,202
200,205
201,208
202,211
203,214
204,217
205,220
206,223
207,226
208,229
209,232
210,235
211,238
212,241
213,244
214,247
215,250
216,253
217,256
218,259
219,262
220,265
221,268
222,271
223,274
224,277
225,280
226,283
227,286
228,289
229,292
230,295
231,298
232,301
233,304
234,307
235,310
236,313
237,316
238,319
239,322
240,325
241,328
242,331
243,334
244,337
245,340
246,343
247,346
248,349
249,352
250,355
251,358
252,361
253,364
254,367
255,370
256,373
257,376
258,379
259,382
260,385
261,388
262,391
263,394
264,397
265,1
266,4
267,7
268,10
269,14
270,17
271,20
272,23
273,26
274,29
275,32
276,35
277,38
278,41
279,44
280,47
281,50
282,53
283,56
284,59
285,62
286,65
287,68
288,71
289,74
290,77
291,80
292,83
293,86
294,89
295,92
296,95
297,98
298,101
299,104
300,107
301,110
302,113
303,116
304,119
305,122
306,125
307,128
308,131
309,134
310,137
311,140
312,143
313,146
314,149
315,152
316,155
317,158
318,161
319,164
320,167
321,170
322,173
323,176
324,179
325,182
326,185
327,188
328,191
329,194
330,197
331,200
332,203
333,206
334,209
335,212
336,215
337,218
338,221
339,224
340,227
341,230
342,233
343,236
344,239
345,242
346,245
347,248
348,251
349,254
350,257
351,260
352,263
353,266
354,269
355,272
356,275
357,278
358,281
359,284
360,287
361,290
362,293
363,296
364,299
365,302
366,305
367,308
368,311
369,314
370,317
371,320
372,323
373,326
374,329
375,332
376,335
377,338
378,341
379,344
380,347
381,350
382,353
383,356
384,359
385,362
386,365
387,368
388,371
389,374
390,377
391,380
392,383
393,386
394,389
395,392
396,395
397,398
398,3
399,11
400,20
